token,log_name,map_name,maneuver,path_length_m,final_lateral_displacement_m,final_heading_change_rad,max_heading_change_rad,geometry_complexity,ego_speed_mps,speed_bin,ego_acceleration_mps2,in_intersection,near_intersection,has_traffic_light,has_red_light,red_light_count,agent_radius_m,dynamic_agent_count,agent_density_bin,nearest_agent_distance_m,nearest_agent_distance_bin,vru_count,has_vru
19d7afdb02055502,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,41.67347867423026,7.892684508196335,0.25215189929017323,0.25215189929017323,medium,8.183415412902832,5-10,0.8718620538711548,True,True,False,False,0,30.0,6,5-9,12.006291525733966,5-15,2,True
6a5c90faa1cc5f03,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,41.744107237371495,5.972314851923979,0.18311345344946528,0.18357997509417928,medium,8.421838760375977,5-10,1.3356345891952515,False,True,False,False,0,30.0,5,5-9,14.350128401008414,5-15,1,True
df5915c3464e569e,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,41.61539936480706,4.214340653287418,0.10616794472039348,0.1268987195148722,medium,8.6016845703125,5-10,1.014609456062317,False,True,False,False,0,30.0,6,5-9,12.999318815618302,5-15,1,True
f154d2accd365815,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,41.33384668365652,2.8584921795985747,0.050855193780078634,0.08709049530753299,low,8.731270790100098,5-10,0.5572259426116943,False,True,False,False,0,30.0,6,5-9,12.683571498874958,5-15,1,True
bc8d49758c6b5612,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,40.96254873291602,1.947025531711919,0.036866772632035194,0.059897595191200984,low,8.760252952575684,5-10,0.3250359296798706,False,True,False,False,0,30.0,7,5-9,12.901232970102143,5-15,1,True
1b963a72d0cf5320,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,40.56055367591114,1.3223571035141326,0.039397494026372604,0.04043313144821849,low,8.645134925842285,5-10,0.6204999089241028,False,True,False,False,0,30.0,6,5-9,12.505265484019562,5-15,0,False
08ca490a89c4544e,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,40.16410896359532,0.7027563429323958,0.0306800406999701,0.0306800406999701,low,8.5421781539917,5-10,0.4248613119125366,False,True,False,False,0,30.0,7,5-9,12.578751519806536,5-15,0,False
ba13a6004a0c5f8d,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,35.51912641828849,-0.7870313173357675,-0.3540373986718083,0.3540373986718083,high,8.066614151000977,5-10,0.8408051133155823,False,False,False,False,0,30.0,9,5-9,12.419753905770975,5-15,1,True
0d2e670274c65f81,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,33.77109765625847,-7.773338300160703,-0.8666258344507938,0.8666258344507938,high,7.68031644821167,5-10,0.9189397692680359,False,True,False,False,0,30.0,8,5-9,6.811179967067219,5-15,1,True
005fcf3e9a125706,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,33.519216324427944,-16.391746609898192,-1.3599683461511258,1.3599683461511258,high,7.2434306144714355,5-10,0.5752342939376831,False,True,False,False,0,30.0,7,5-9,6.7561190400788345,5-15,1,True
5fde0c8c8f4b5ecb,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,33.8407305097894,-19.15721808370441,-1.4337412313399454,1.4337412313399454,high,7.122154712677002,5-10,0.36858201026916504,False,True,False,False,0,30.0,10,10+,7.848448138793149,5-15,1,True
66583dab627951a2,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,34.48637212629606,-21.63055971259732,-1.4199657999474136,1.4199657999474136,high,6.943305015563965,5-10,1.498642086982727,False,True,False,False,0,30.0,11,10+,9.484710667891832,5-15,1,True
63980d0b4c9352c4,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,35.53913295873416,-23.212317260790645,-1.3065526839321775,1.3065526839321775,high,6.682468414306641,5-10,2.0030176639556885,False,True,False,False,0,30.0,12,10+,6.943603491650937,5-15,2,True
a2c2e046132e5596,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,37.00355811464938,-24.175784324209598,-1.165164878976659,1.165164878976659,high,6.485420227050781,5-10,2.0894594192504883,False,True,False,False,0,30.0,12,10+,5.6993601894060495,5-15,2,True
6360aa4dd01151c3,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,38.64756609847798,-24.52225797937527,-1.0152873439478256,1.0152873439478256,high,6.586930751800537,5-10,2.0322201251983643,True,True,False,False,0,30.0,12,10+,6.469130726643105,5-15,1,True
9c2063a3e137542a,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,40.27098790855355,-23.963310380363094,-0.8630388845637494,0.8630388845637494,high,6.742978096008301,5-10,1.965602993965149,True,True,False,False,0,30.0,12,10+,8.73881403581578,5-15,1,True
b113e988ede45a4f,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,41.734774853350594,-22.117375433086206,-0.7027222837254746,0.7027222837254746,high,6.945529937744141,5-10,2.233860731124878,True,True,False,False,0,30.0,12,10+,11.770919919246976,5-15,1,True
da83e9a4e38a5d6e,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,43.0748324324334,-18.707862704322135,-0.532256154770071,0.5325386569669625,high,7.151398181915283,5-10,2.4770359992980957,True,True,False,False,0,30.0,12,10+,14.209254869939404,5-15,1,True
28123c233d33567e,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,44.3028446558724,-13.272716212179251,-0.350704921466931,0.350704921466931,high,7.38832426071167,5-10,2.6810519695281982,False,True,False,False,0,30.0,11,10+,13.342576648972148,5-15,2,True
5496f69033515dd4,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,45.57097889508857,-7.359835852257046,-0.18443615017131865,0.18443615017131865,medium,7.677174091339111,5-10,2.3079774379730225,False,True,False,False,0,30.0,10,10+,14.117903779055775,5-15,2,True
f1ceb70bd72a5048,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,13.45660898419829,-1.7753093473200359,-0.38583211183913313,0.38583211183913313,high,0.31695032119750977,0-2,1.2341793775558472,False,True,False,False,0,30.0,10,10+,10.560364850008233,5-15,0,False
d4c431871c755ba3,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,16.73179335117132,-3.1073357977268494,-0.44457700530608724,0.44457700530608724,high,0.039710741490125656,0-2,0.25144532322883606,False,True,False,False,0,30.0,10,10+,10.541351370964454,5-15,0,False
45408d0676b7570c,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,20.111373092023143,-4.618074080352293,-0.4413528111145347,0.44459700023377113,high,0.0037571112625300884,0-2,0.19776169955730438,False,True,False,False,0,30.0,10,10+,10.605637399394668,5-15,0,False
6247bc8d9df7529d,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,23.691397432220175,-6.071180673449472,-0.39276419601035417,0.44421767182321636,high,0.1944432109594345,0-2,1.2450164556503296,False,True,False,False,0,30.0,10,10+,10.432134385148833,5-15,0,False
a13d45e804265392,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,27.17685942000826,-7.399374925019337,-0.3535637606799046,0.4429854574127058,high,1.0640662908554077,0-2,1.904151201248169,False,True,False,False,0,30.0,12,10+,10.50098036782368,5-15,0,False
42643a30b402538f,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_right,30.242420616769028,-8.531547380615324,-0.3013829135096914,0.4380446587033787,high,2.3095614910125732,2-5,2.2054407596588135,False,True,False,False,0,30.0,10,10+,10.62579155773579,5-15,0,False
d44d886053b15b23,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,left,40.70039689903174,8.379625208052474,0.3979227878697692,0.3979227878697692,high,6.846897125244141,5-10,1.0333576202392578,True,True,False,False,0,30.0,5,5-9,9.606461549728843,5-15,1,True
fe2270288c1d5628,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,left,42.01966184458865,10.160423247492503,0.4100606463917872,0.4100606463917872,high,7.179821491241455,5-10,0.8143664598464966,True,True,False,False,0,30.0,7,5-9,11.456795897597807,5-15,2,True
1ed8702288c15895,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,left,43.27182493249591,10.048910171092691,0.37571134943502754,0.37571134943502754,high,7.5383501052856445,5-10,1.177692174911499,True,True,False,False,0,30.0,8,5-9,13.665486908122176,5-15,2,True
373707159e77583c,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,44.35579075960405,10.15618297961537,0.3488588047193435,0.3488588047193435,medium,7.9043097496032715,5-10,1.0888015031814575,True,True,False,False,0,30.0,8,5-9,14.250925480723248,5-15,2,True
f2117260382b5d83,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,45.21780213690349,9.649780032552655,0.30761608305570676,0.30761608305570676,medium,8.207866668701172,5-10,0.8202464580535889,True,True,False,False,0,30.0,8,5-9,15.929459212167274,15-30,2,True
398326681cd7500a,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,45.89521692017485,8.2738331355233,0.24641105650672102,0.24747881586280177,medium,8.401430130004883,5-10,1.0166112184524536,True,True,False,False,0,30.0,7,5-9,14.917887105574557,5-15,0,False
1e0c13bae35a50b3,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,46.38534554930753,6.6141538777682545,0.18743028191361066,0.1895344649742915,medium,8.608922004699707,5-10,1.1081446409225464,True,True,False,False,0,30.0,9,5-9,14.24778736136208,5-15,0,False
6795e4cf76f55755,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,46.78400821082171,4.779245715743103,0.13426340386591756,0.13478076745943357,medium,8.8544282913208,5-10,1.0634102821350098,True,True,False,False,0,30.0,11,10+,14.973403122739612,5-15,0,False
747f309bac56509f,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,47.05816539341929,3.241289807688697,0.09265239985515586,0.09265239985515586,low,9.146472930908203,5-10,0.8539668917655945,True,True,False,False,0,30.0,14,10+,14.38359770017385,5-15,0,False
9ebf7c0f1b4f5f39,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,47.228799220630194,2.289351672437228,0.06536794472389929,0.06536794472389929,low,9.412109375,5-10,0.4516654908657074,True,True,False,False,0,30.0,14,10+,11.93019804720925,5-15,0,False
8379e27735535cc1,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,47.22143753940572,1.8299051588741058,0.05182802422804067,0.05182802422804067,low,9.656569480895996,5-10,0.4791758954524994,True,True,False,False,0,30.0,16,10+,10.42852600532926,5-15,0,False
58c018c299d05214,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,12.941734350483479,0.17756708760893136,0.05078283304174576,0.05078283304174576,low,0.609161376953125,0-2,1.7090075016021729,False,True,False,False,0,30.0,0,0,37.33251881743296,30+/none,0,False
d345cd51380a5243,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,16.17046675088274,0.4115819367697286,0.10117150850594903,0.10117150850594903,medium,0.10760273784399033,0-2,0.19118811190128326,False,True,False,False,0,30.0,0,0,37.28999049388101,30+/none,0,False
3ca720caa0ff5082,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,19.641869232381634,0.8656471402981708,0.1607486620360456,0.1607486620360456,medium,0.05089721456170082,0-2,0.31346210837364197,False,True,False,False,0,30.0,0,0,37.28087623018022,30+/none,0,False
cb91b17626f85892,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,23.210143281001304,1.5487398055848849,0.21871996162523438,0.21871996162523438,medium,0.25749316811561584,0-2,1.2628147602081299,False,True,False,False,0,30.0,0,0,37.19796475458477,30+/none,0,False
fa1f681041595461,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,26.422991588992005,2.4301192553411712,0.25959329235918555,0.25959329235918555,medium,1.1665313243865967,0-2,1.8793796300888062,False,True,False,False,0,30.0,0,0,36.77757129999591,30+/none,0,False
4b259f30bb73511d,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,28.977636622374554,3.4429037405576803,0.2752506284751019,0.2752506284751019,medium,2.309260845184326,2-5,2.011201858520508,False,True,False,False,0,30.0,0,0,35.755742576504545,30+/none,0,False
bc842040229c5e52,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,33.00364459908619,5.534417941449625,0.25237858207075425,0.2618515051015917,medium,5.194174766540527,5-10,1.406385898590088,True,True,False,False,0,30.0,0,0,30.608213574104493,30+/none,0,False
ceea7304846852b9,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,33.49644534502682,5.817335918834608,0.23543333933998917,0.24603532766366581,medium,5.890286445617676,5-10,1.3890424966812134,True,True,False,False,0,30.0,1,1-4,28.39658343147311,15-30,0,False
3cf11c2988d25d2b,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,curved_left,33.841215330792785,5.729111771289349,0.21066091332178755,0.2195406648381058,medium,6.526820659637451,5-10,1.347550630569458,True,True,False,False,0,30.0,2,1-4,26.093491787335648,15-30,0,False
00685a5276625b57,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,34.228433643129904,4.778553401256058,0.17536021807827687,0.17536021807827687,medium,6.998908042907715,5-10,1.1589741706848145,True,True,False,False,0,30.0,4,1-4,23.807253705314498,15-30,0,False
87124bde96ba59b1,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,34.778513634324284,3.3786024159666135,0.1382712252395418,0.1382712252395418,medium,7.265323162078857,5-10,1.1763827800750732,True,True,False,False,0,30.0,4,1-4,21.91534150399496,15-30,0,False
fbf2eaa61abb5a2f,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,47.41057407969041,5.9661565895279836,0.1926012603293864,0.1967441190178781,medium,8.90693187713623,5-10,0.7808947563171387,True,True,False,False,0,30.0,4,1-4,9.992856678791227,5-15,0,False
f98bff8bb0675d96,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,47.55804487022901,5.818137263880275,0.17290261625024533,0.17663069193848566,medium,9.229711532592773,5-10,0.6705424189567566,False,True,False,False,0,30.0,4,1-4,8.188739396280887,5-15,0,False
0df6f24a95e75544,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,47.54280105638507,5.274886783685266,0.15607459819711914,0.15607459819711914,medium,9.44855785369873,5-10,0.8602515459060669,False,True,False,False,0,30.0,4,1-4,8.285016344514117,5-15,0,False
9c100482944751b3,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,47.41340366805262,4.432047518052953,0.13695220301214076,0.13695220301214076,medium,9.65949821472168,5-10,0.7627429366111755,False,True,False,False,0,30.0,3,1-4,9.785022042186158,5-15,0,False
e8bc2f6b295e5867,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,47.18667563299178,3.514563431331752,0.11576935442832201,0.11576935442832201,medium,9.872553825378418,5-10,0.6501327157020569,True,True,False,False,0,30.0,5,5-9,13.060554034355095,5-15,0,False
1f67195591a95027,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,45.79266494255715,2.5792947881412553,0.10755745608175182,0.10755745608175182,medium,9.434463500976562,5-10,0.43524566292762756,False,True,False,False,0,30.0,1,1-4,19.950071012931616,15-30,0,False
aba3b771ef0054c6,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,45.95902610856491,2.6441315816453885,0.10175718085043813,0.10175718085043813,medium,9.325874328613281,5-10,0.28261542320251465,False,True,False,False,0,30.0,2,1-4,23.555738542246566,15-30,0,False
52a632acca085891,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,46.135499298165506,2.561971351857852,0.09379464108238247,0.09379464108238247,low,9.323610305786133,5-10,0.6096502542495728,False,True,False,False,0,30.0,1,1-4,27.401093266231875,15-30,0,False
97e5f17eb7235c14,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,46.27049802302313,2.537259002869747,0.08631612695116606,0.08631612695116606,low,9.335159301757812,5-10,0.14930985867977142,True,True,False,False,0,30.0,0,0,31.49258032451545,30+/none,0,False
7385c74727eb53b5,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,46.300265425939166,2.360296135682802,0.06896967891386208,0.07441336699463547,low,9.359665870666504,5-10,0.19077615439891815,True,True,False,False,0,30.0,0,0,35.74234673160598,30+/none,0,False
86dfdf03f928570a,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,straight,46.278100810758886,2.033460310024027,0.0435292361147908,0.06143989056468434,low,9.389138221740723,5-10,0.5832365155220032,True,True,False,False,0,30.0,0,0,40.030588058984534,30+/none,0,False
8d06ea883e7853a9,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,30.333235077160783,-19.153390373647486,-1.4759158071767549,1.4759158071767549,high,6.4253458976745605,5-10,1.275346279144287,True,True,False,False,0,30.0,1,1-4,19.68694866787253,15-30,1,True
bcf92cdb596a5fa2,2021.09.29.19.02.14_veh-28_03198_03360,us-ma-boston,right,32.8412221780946,-20.40164350596795,-0.9436980878918803,0.9532616657020268,high,5.9133782386779785,5-10,1.8405863046646118,False,True,False,False,0,30.0,2,1-4,24.801715768568595,15-30,0,False
d31d38e1a2305147,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,47.28746813365229,-0.8645572991919312,-0.0010867719634348742,0.03575070880463338,low,9.447495460510254,5-10,0.15826532244682312,False,True,False,False,0,30.0,9,5-9,10.485727913867631,5-15,3,True
8371ac42ba585d35,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,47.51541801124901,-1.0978113267078884,-0.0008561806098841274,0.04068049506726766,low,9.544817924499512,5-10,0.20173363387584686,False,True,False,False,0,30.0,9,5-9,7.861518461739193,5-15,3,True
8413eaf2b8e45e3b,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,47.686398097371615,-1.1667909587762892,-0.0014961245437299375,0.04229511639867668,low,9.657511711120605,5-10,0.045768752694129944,False,True,False,False,0,30.0,8,5-9,7.509357394404227,5-15,3,True
93080b4cb0435e4a,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,47.85000756244013,-0.848237108506296,0.002043251010077629,0.03711776130346765,low,9.745113372802734,5-10,0.2578498423099518,True,True,False,False,0,30.0,9,5-9,7.339646071191909,5-15,3,True
237739df15ff58cb,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,36.2367414077283,-0.07335961453677124,0.007227030735488249,0.010442400643279282,low,9.355936050415039,5-10,0.4304544925689697,False,True,True,True,4,30.0,9,5-9,12.14314701505942,5-15,2,True
8fb6a2364e0c53f9,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,33.66649121481568,-0.03806126663124528,0.0055787973504570765,0.010954306055982688,low,9.208662033081055,5-10,0.40286168456077576,False,True,True,True,8,30.0,8,5-9,13.711799151769782,5-15,2,True
fa0f2e54ad7259b0,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,30.933275095495123,-0.026299072121119465,0.0065567511932056455,0.011143771114553228,low,9.061458587646484,5-10,0.74725341796875,True,True,True,True,9,30.0,5,5-9,16.365168664345724,15-30,0,False
b7922416f6935fc4,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,27.94835394941731,-0.012294692619111642,0.00418895192672597,0.011430239447061119,low,8.851676940917969,5-10,0.7705302238464355,True,True,True,True,9,30.0,5,5-9,19.5980911609938,15-30,0,False
651f88b4c46e50a2,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,24.667623668369295,-0.0004284955941877899,0.002616237349735152,0.012108344546158722,low,8.430357933044434,5-10,1.180059790611267,True,True,True,True,9,30.0,4,1-4,22.46106301557303,15-30,0,False
d4f989ee320e52e9,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,14.31918323494827,-0.06846084249602356,-0.004040374979329632,0.0054982538206345116,low,6.533345699310303,5-10,1.6522321701049805,True,True,True,True,11,30.0,3,1-4,16.913935174029216,15-30,0,False
332ac89545ed5822,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,11.38151340021197,-0.133281734984851,-0.008445774261970577,0.00942888877990411,low,5.776793956756592,5-10,1.6347415447235107,True,True,True,True,11,30.0,5,5-9,14.831754645743702,5-15,0,False
64ee149f402a5601,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,8.815891743949932,-0.12991105222146218,-0.01022252518857059,0.010701128749121214,low,5.012484073638916,5-10,1.490551471710205,True,True,True,True,13,30.0,5,5-9,13.251727768694368,5-15,0,False
72c898c5c6a45939,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,6.7425424317650595,-0.08070686236591379,-0.006815992647219549,0.0074857588413301795,low,4.3060221672058105,2-5,0.8781951069831848,False,True,True,True,13,30.0,5,5-9,12.183857601418067,5-15,0,False
7f1f382094685881,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,5.3000065914286445,-0.04880170190632147,-0.005796617662197521,0.005796617662197521,low,3.8209447860717773,2-5,1.0563558340072632,False,True,True,True,11,30.0,5,5-9,11.517510502255938,5-15,0,False
846863e9cd7059c5,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,4.469221158385718,-0.05992384863380517,-0.008190839318115373,0.008190839318115373,low,3.2646002769470215,2-5,1.2830147743225098,False,True,True,True,11,30.0,5,5-9,10.257928289845571,5-15,0,False
6d8767e46d975896,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,4.2497691478894755,-0.0429843521727697,-0.0072339510274650465,0.0072339510274650465,low,2.450435161590576,2-5,1.9183963537216187,False,True,True,True,11,30.0,5,5-9,7.750730825921827,5-15,0,False
4b5fc0f1425c5288,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,12.081108143125514,0.01656092012224602,-0.0002659194079264182,0.004919092211788101,low,0.050084780901670456,0-2,0.6424249410629272,False,True,True,True,3,30.0,6,5-9,10.792158761689684,5-15,0,False
b9013028b5d45eee,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,13.7201858664382,0.031349599915114434,-0.0023414181659839883,0.005110254845348106,low,0.5736704468727112,0-2,1.1530195474624634,False,True,True,True,3,30.0,6,5-9,9.275075463444878,5-15,0,False
c2915f2ac7f55f97,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,41.96565862452198,1.1307172555063716,0.022302846837018553,0.03913488553004464,low,5.292370796203613,5-10,1.3844603300094604,True,True,True,True,2,30.0,7,5-9,10.080676988228888,5-15,0,False
6d9c2a30a6435937,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,44.195838167267624,1.2880659595923722,0.02072349338480839,0.03837937100813747,low,6.080773830413818,5-10,1.4893008470535278,True,True,True,True,4,30.0,7,5-9,7.905427605811933,5-15,0,False
4768080b04d5530e,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,46.01465882630855,1.1892751593757294,0.010579296459789504,0.029738641888236828,low,6.843740940093994,5-10,1.432297945022583,True,True,True,True,5,30.0,8,5-9,11.118303261651256,5-15,0,False
cb50b764d69557b9,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,31.30248445687315,-0.6163577984662266,-0.03570459162296924,0.03570459162296924,low,9.68544864654541,5-10,0.8508691191673279,False,False,True,False,0,30.0,19,10+,7.515387338422219,5-15,2,True
01da0653d99c5903,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,27.998192692787317,-0.36285996925094427,-0.04326714944566891,0.04326714944566891,low,9.216523170471191,5-10,1.557489275932312,False,False,True,False,0,30.0,21,10+,7.607912474682466,5-15,2,True
87ecb477e85b5a58,2021.08.30.14.54.34_veh-40_00334_00419,us-ma-boston,straight,24.77867445842677,-0.18084866788176224,-0.04682708922034218,0.04682708922034218,low,8.56131649017334,5-10,1.428510308265686,False,False,False,False,0,30.0,20,10+,6.762242358547939,5-15,1,True
