token,valid,num_proposals,selected_idx,oracle_idx,selected_score,oracle_score,ranking_regret,hit_at_1,hit_at_5,selected_predicted_score,oracle_predicted_score,selected_no_at_fault_collisions,oracle_no_at_fault_collisions,selected_drivable_area_compliance,oracle_drivable_area_compliance,selected_ego_progress,oracle_ego_progress,selected_time_to_collision_within_bound,oracle_time_to_collision_within_bound,selected_comfort,oracle_comfort,selected_driving_direction_compliance,oracle_driving_direction_compliance
f985ec5a35285901,True,64,60,13,0.9917329587811472,1.0,0.0082670412188528,False,False,2.438445568084717,2.3604724407196045,1.0,1.0,1.0,1.0,0.9801591010747533,1.0,1.0,1.0,1.0,1.0,1.0,1.0
c3ed0328b37b586b,True,64,35,13,0.9792695577166906,1.0,0.020730442283309447,False,False,2.451786518096924,2.4331579208374023,1.0,1.0,1.0,1.0,0.9502469385200573,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19d7afdb02055502,True,64,4,15,0.9745364750464166,1.0,0.025463524953583394,False,True,2.4427926540374756,2.4211983680725098,1.0,1.0,1.0,1.0,0.9388875401114002,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6a5c90faa1cc5f03,True,64,60,5,0.9792376608669464,1.0,0.020762339133053587,False,False,2.4472239017486572,2.3204734325408936,1.0,1.0,1.0,1.0,0.9501703860806715,1.0,1.0,1.0,1.0,1.0,1.0,1.0
df5915c3464e569e,True,64,27,13,0.9815824822394724,1.0,0.01841751776052758,False,False,2.4496748447418213,2.351857900619507,1.0,1.0,1.0,1.0,0.955797957374734,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f154d2accd365815,True,64,27,15,0.970809979011151,1.0,0.02919002098884904,False,False,2.4381818771362305,2.3863234519958496,1.0,1.0,1.0,1.0,0.9299439496267626,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bc8d49758c6b5612,True,64,27,27,0.9559019496452152,0.9559019496452152,0.0,True,True,2.427987575531006,2.427987575531006,1.0,1.0,1.0,1.0,0.8941646791485165,0.8941646791485165,1.0,1.0,1.0,1.0,1.0,1.0
1b963a72d0cf5320,True,64,4,46,0.9246766630969692,0.9780820426604934,0.0534053795635242,False,False,2.388179302215576,2.2740185260772705,1.0,1.0,1.0,1.0,0.8192239914327261,0.947396902385184,1.0,1.0,1.0,1.0,1.0,1.0
08ca490a89c4544e,True,64,9,15,0.9101178675188027,0.9976802164708566,0.08756234895205384,False,False,2.319837808609009,1.958625078201294,1.0,1.0,1.0,1.0,0.7842828820451268,0.9944325195300556,1.0,1.0,1.0,1.0,1.0,1.0
ba13a6004a0c5f8d,True,64,49,27,0.0,0.9271501564301748,0.9271501564301748,False,False,2.1292054653167725,1.9224529266357422,1.0,1.0,0.0,1.0,0.0,0.8251603754324197,1.0,1.0,1.0,1.0,1.0,1.0
0d2e670274c65f81,True,64,56,2,0.7810079984266397,0.9727611866036169,0.19175318817697717,False,False,2.289421319961548,-0.45209741592407227,1.0,1.0,1.0,1.0,0.47441919622393525,0.9346268478486808,1.0,1.0,1.0,1.0,1.0,1.0
005fcf3e9a125706,True,64,17,2,0.8236590501047919,0.9895706899697035,0.16591163986491164,False,False,2.332648754119873,0.014059066772460938,1.0,1.0,1.0,1.0,0.5767817202515003,0.9749696559272885,1.0,1.0,1.0,1.0,1.0,0.0
5fde0c8c8f4b5ecb,True,64,8,36,0.8388636202789607,0.9501157830197497,0.11125216274078908,False,False,2.3630809783935547,0.4092139005661011,1.0,1.0,1.0,1.0,0.6132726886695056,0.8802778792473995,1.0,1.0,1.0,1.0,0.5,0.0
66583dab627951a2,True,64,42,2,0.835473748456601,1.0,0.16452625154339895,False,False,2.360119342803955,-0.0335005521774292,1.0,1.0,1.0,1.0,0.6051369962958425,1.0,1.0,1.0,1.0,1.0,1.0,0.5
63980d0b4c9352c4,True,64,42,2,0.846518110236957,1.0,0.153481889763043,False,False,2.349013328552246,0.6795653104782104,1.0,1.0,1.0,1.0,0.6316434645686968,1.0,1.0,1.0,1.0,1.0,1.0,1.0
a2c2e046132e5596,True,64,26,2,0.8992298158272032,1.0,0.10077018417279682,False,False,2.3516287803649902,1.4792356491088867,1.0,1.0,1.0,1.0,0.7581515579852877,1.0,1.0,1.0,1.0,1.0,1.0,0.5
6360aa4dd01151c3,True,64,26,2,0.9087675570354133,1.0,0.09123244296458666,False,False,2.3628649711608887,1.762260913848877,1.0,1.0,1.0,1.0,0.7810421368849919,1.0,1.0,1.0,1.0,1.0,0.5,1.0
9c2063a3e137542a,True,64,50,2,0.9162454536820562,1.0,0.08375454631794377,False,False,2.425163984298706,2.018423557281494,1.0,1.0,1.0,1.0,0.798989088836935,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b113e988ede45a4f,True,64,0,5,0.950004287115079,1.0,0.049995712884920995,False,False,2.440221071243286,2.3299684524536133,1.0,1.0,1.0,1.0,0.8800102890761896,1.0,1.0,1.0,1.0,1.0,1.0,0.0
da83e9a4e38a5d6e,True,64,43,11,0.954416354719121,1.0,0.04558364528087899,False,False,2.448230028152466,2.3496689796447754,1.0,1.0,1.0,1.0,0.8905992513258906,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28123c233d33567e,True,64,61,4,0.9650129455836615,1.0,0.03498705441633854,False,False,2.449477434158325,2.446885824203491,1.0,1.0,1.0,1.0,0.9160310694007878,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5496f69033515dd4,True,64,61,3,0.9785558993550268,1.0,0.021444100644973152,False,False,2.4423482418060303,2.263070821762085,1.0,1.0,1.0,1.0,0.9485341584520643,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f1ceb70bd72a5048,True,64,1,57,0.9477128562029818,1.0,0.052287143797018154,False,True,2.442103147506714,2.3117828369140625,1.0,1.0,1.0,1.0,0.8745108548871562,1.0,1.0,1.0,1.0,1.0,1.0,1.0
d4c431871c755ba3,True,64,31,1,1.0,1.0,0.0,False,True,2.476670503616333,2.4710724353790283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45408d0676b7570c,True,64,31,1,1.0,1.0,0.0,False,True,2.4775829315185547,2.47023868560791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6247bc8d9df7529d,True,64,0,0,1.0,1.0,0.0,True,False,2.47841477394104,2.47841477394104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
a13d45e804265392,True,64,26,0,1.0,1.0,0.0,False,True,2.471224546432495,2.4672443866729736,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42643a30b402538f,True,64,21,0,1.0,1.0,0.0,False,False,2.458902597427368,2.435218095779419,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
d44d886053b15b23,True,64,28,46,0.8058112491245941,1.0,0.19418875087540588,False,False,2.354630708694458,2.1834702491760254,1.0,1.0,1.0,1.0,0.5339469978990261,1.0,1.0,1.0,1.0,1.0,0.0,0.0
fe2270288c1d5628,True,64,60,3,0.5833333333333334,1.0,0.41666666666666663,False,False,2.438300848007202,2.0039353370666504,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1ed8702288c15895,True,64,35,3,0.5833333333333334,1.0,0.41666666666666663,False,False,2.4450674057006836,2.3805289268493652,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
373707159e77583c,True,64,60,3,0.0,1.0,1.0,False,False,2.452800989151001,2.3711397647857666,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
f2117260382b5d83,True,64,60,3,0.0,1.0,1.0,False,False,2.453782558441162,2.316758871078491,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
398326681cd7500a,True,64,60,3,0.5833333333333334,1.0,0.41666666666666663,False,False,2.456829071044922,2.359485149383545,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1e0c13bae35a50b3,True,64,34,3,1.0,1.0,0.0,False,False,2.461449384689331,2.4207260608673096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6795e4cf76f55755,True,64,33,3,1.0,1.0,0.0,False,False,2.448082208633423,2.435239553451538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
747f309bac56509f,True,64,60,3,1.0,1.0,0.0,False,False,2.446094274520874,2.3942630290985107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9ebf7c0f1b4f5f39,True,64,27,3,1.0,1.0,0.0,False,False,2.4433844089508057,2.3201730251312256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8379e27735535cc1,True,64,27,3,1.0,1.0,0.0,False,False,2.448294162750244,2.3606529235839844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58c018c299d05214,True,64,31,1,0.8935432821783812,0.9336041228945793,0.04006084071619809,False,True,2.392312526702881,2.2911429405212402,1.0,1.0,1.0,1.0,0.7445038772281148,0.8406498949469903,1.0,1.0,1.0,1.0,1.0,1.0
d345cd51380a5243,True,64,61,1,1.0,1.0,0.0,False,False,2.479137897491455,2.2995290756225586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3ca720caa0ff5082,True,64,61,0,1.0,1.0,0.0,False,False,2.4808130264282227,2.367145538330078,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cb91b17626f85892,True,64,49,0,1.0,1.0,0.0,False,False,2.481837749481201,2.3088650703430176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fa1f681041595461,True,64,42,6,1.0,1.0,0.0,False,True,2.477181911468506,2.408317804336548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4b259f30bb73511d,True,64,42,0,1.0,1.0,0.0,False,True,2.4630753993988037,2.091346263885498,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bc842040229c5e52,True,64,43,0,1.0,1.0,0.0,False,True,2.449728012084961,2.168637990951538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ceea7304846852b9,True,64,60,0,1.0,1.0,0.0,False,False,2.4454996585845947,2.2417330741882324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3cf11c2988d25d2b,True,64,60,3,1.0,1.0,0.0,False,False,2.459418773651123,2.4534404277801514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
00685a5276625b57,True,64,60,3,1.0,1.0,0.0,False,False,2.4627773761749268,2.453493595123291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87124bde96ba59b1,True,64,36,5,1.0,1.0,0.0,False,False,2.4690942764282227,2.318795919418335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fbf2eaa61abb5a2f,True,64,27,3,1.0,1.0,0.0,False,True,2.4733786582946777,2.4660823345184326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
f98bff8bb0675d96,True,64,39,3,1.0,1.0,0.0,False,False,2.4726247787475586,2.459534168243408,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0df6f24a95e75544,True,64,60,0,1.0,1.0,0.0,False,False,2.470761775970459,2.442092180252075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9c100482944751b3,True,64,27,0,1.0,1.0,0.0,False,True,2.4712440967559814,2.429293394088745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
e8bc2f6b295e5867,True,64,39,3,1.0,1.0,0.0,False,False,2.4738643169403076,2.450774669647217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1f67195591a95027,True,64,15,3,1.0,1.0,0.0,False,True,2.4692795276641846,2.442774772644043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aba3b771ef0054c6,True,64,15,3,1.0,1.0,0.0,False,True,2.4720654487609863,2.445511817932129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
52a632acca085891,True,64,15,5,1.0,1.0,0.0,False,False,2.4707939624786377,2.4251067638397217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
97e5f17eb7235c14,True,64,39,3,1.0,1.0,0.0,False,False,2.4690675735473633,2.4399733543395996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7385c74727eb53b5,True,64,27,3,1.0,1.0,0.0,False,True,2.4708542823791504,2.45235276222229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
86dfdf03f928570a,True,64,27,3,1.0,1.0,0.0,False,True,2.4649322032928467,2.443760871887207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8d06ea883e7853a9,True,64,26,38,0.8861832853795751,1.0,0.11381671462042486,False,False,2.284013509750366,1.993828535079956,1.0,1.0,1.0,1.0,0.7268398849109805,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bcf92cdb596a5fa2,True,64,11,2,1.0,1.0,0.0,False,False,2.449852228164673,2.2573904991149902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
d31d38e1a2305147,True,64,18,5,0.9728060757953155,1.0,0.027193924204684472,False,False,2.1885762214660645,2.1307663917541504,1.0,1.0,1.0,1.0,0.9347345819087574,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8371ac42ba585d35,True,64,11,5,0.9613009006348516,1.0,0.03869909936514837,False,False,2.2847609519958496,2.2204318046569824,1.0,1.0,1.0,1.0,0.9071221615236437,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8413eaf2b8e45e3b,True,64,11,5,0.9722136013483494,1.0,0.027786398651650557,False,False,2.326817750930786,2.218653440475464,1.0,1.0,1.0,1.0,0.9333126432360387,1.0,1.0,1.0,1.0,1.0,1.0,1.0
93080b4cb0435e4a,True,64,31,5,0.9414476355685314,1.0,0.058552364431468606,False,False,2.235661506652832,2.112788677215576,1.0,1.0,1.0,1.0,0.8594743253644754,1.0,1.0,1.0,1.0,1.0,1.0,1.0
237739df15ff58cb,True,64,50,3,0.9598555462810365,1.0,0.04014445371896347,False,False,2.4024276733398438,2.166398048400879,1.0,1.0,1.0,1.0,0.9036533110744874,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8fb6a2364e0c53f9,True,64,50,0,0.971417223300317,1.0,0.02858277669968301,False,False,2.4030227661132812,2.312960624694824,1.0,1.0,1.0,1.0,0.9314013359207606,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fa0f2e54ad7259b0,True,64,42,0,0.973464511573909,1.0,0.026535488426090992,False,False,2.4109158515930176,2.366644859313965,1.0,1.0,1.0,1.0,0.9363148277773817,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b7922416f6935fc4,True,64,37,7,0.9814559611744226,1.0,0.018544038825577425,False,False,2.399874687194824,2.3854217529296875,1.0,1.0,1.0,1.0,0.9554943068186141,1.0,1.0,1.0,1.0,1.0,1.0,1.0
651f88b4c46e50a2,True,64,10,12,0.9687245518931825,1.0,0.03127544810681748,False,False,2.4071872234344482,2.377162456512451,1.0,1.0,1.0,1.0,0.9249389245436379,1.0,1.0,1.0,1.0,1.0,1.0,1.0
d4f989ee320e52e9,True,64,8,9,0.9427232014712188,1.0,0.0572767985287812,False,False,2.4189541339874268,1.7314260005950928,1.0,1.0,1.0,1.0,0.8625356835309251,1.0,1.0,1.0,1.0,1.0,1.0,1.0
332ac89545ed5822,True,64,8,0,0.9439340038542975,1.0,0.05606599614570251,False,False,2.4201951026916504,1.3013923168182373,1.0,1.0,1.0,1.0,0.8654416092503142,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64ee149f402a5601,True,64,8,0,0.9455156581102683,1.0,0.054484341889731724,False,False,2.418677568435669,1.0838509798049927,1.0,1.0,1.0,1.0,0.869237579464644,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72c898c5c6a45939,True,64,17,7,0.9841757495593292,1.0,0.015824250440670817,False,False,2.414015769958496,2.2515146732330322,1.0,1.0,1.0,1.0,0.9620217989423901,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7f1f382094685881,True,64,56,7,0.9487860091393999,1.0,0.05121399086060008,False,False,2.4081084728240967,2.2218968868255615,1.0,1.0,1.0,1.0,0.8770864219345598,1.0,1.0,1.0,1.0,1.0,1.0,1.0
846863e9cd7059c5,True,64,56,0,1.0,1.0,0.0,False,False,2.391197919845581,1.1526210308074951,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6d8767e46d975896,True,64,6,0,1.0,1.0,0.0,False,False,2.4752776622772217,2.409940004348755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4b5fc0f1425c5288,True,64,63,0,1.0,1.0,0.0,False,True,2.473677158355713,2.4630773067474365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b9013028b5d45eee,True,64,10,6,1.0,1.0,0.0,False,True,2.480269193649292,2.479055881500244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
c2915f2ac7f55f97,True,64,3,0,1.0,1.0,0.0,False,False,2.4526264667510986,2.446535348892212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6d9c2a30a6435937,True,64,3,0,1.0,1.0,0.0,False,False,2.433746576309204,2.427539348602295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4768080b04d5530e,True,64,18,0,1.0,1.0,0.0,False,False,2.403254985809326,2.3820507526397705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cb50b764d69557b9,True,64,10,6,0.9914531788607494,1.0,0.008546821139250649,False,False,2.3848164081573486,2.3720338344573975,1.0,1.0,1.0,1.0,0.9794876292657985,1.0,1.0,1.0,1.0,1.0,1.0,1.0
01da0653d99c5903,True,64,53,0,0.9851885827035681,1.0,0.014811417296431872,False,False,2.398785352706909,2.366684675216675,1.0,1.0,1.0,1.0,0.9644525984885637,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87ecb477e85b5a58,True,64,58,0,0.9767152279301562,1.0,0.023284772069843807,False,False,2.395883798599243,2.3539915084838867,1.0,1.0,1.0,1.0,0.9441165470323749,1.0,1.0,1.0,1.0,1.0,1.0,1.0
726a691895a75bfc,True,64,12,0,0.9648605963509752,1.0,0.03513940364902479,False,False,2.3909354209899902,2.2857916355133057,1.0,1.0,1.0,1.0,0.9156654312423405,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8dda399c53aa5be8,True,64,49,0,0.9674909756071637,1.0,0.032509024392836317,False,False,2.3815197944641113,2.277137041091919,1.0,1.0,1.0,1.0,0.921978341457193,1.0,1.0,1.0,1.0,1.0,1.0,1.0
451f66014a765bce,True,64,49,0,0.9465865644403607,1.0,0.05341343555963929,False,False,2.3850369453430176,2.252707004547119,1.0,1.0,1.0,1.0,0.871807754656866,1.0,1.0,1.0,1.0,1.0,1.0,1.0
df0122d3b7d35eb9,True,64,44,1,0.9322639976099758,1.0,0.0677360023900242,False,False,2.3797857761383057,1.9105558395385742,1.0,1.0,1.0,1.0,0.8374335942639419,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5f3da1e584905c8e,True,64,59,0,0.972087048518655,1.0,0.027912951481344983,False,False,2.3500373363494873,2.240218162536621,1.0,1.0,1.0,1.0,0.9330089164447722,1.0,1.0,1.0,1.0,1.0,1.0,1.0
08684d8a5d675f4a,True,64,22,0,0.958158403577484,1.0,0.04184159642251595,False,False,2.350309371948242,2.282956838607788,1.0,1.0,1.0,1.0,0.8995801685859616,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72cb0bed47ab5464,True,64,49,3,0.9904257412927425,1.0,0.009574258707257477,False,False,2.306253433227539,2.2199547290802,1.0,1.0,1.0,1.0,0.9770217791025821,1.0,1.0,1.0,1.0,1.0,1.0,1.0
247ba5f9646c5528,True,64,26,0,1.0,1.0,0.0,False,False,2.467811346054077,2.451619863510132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bc93e095f13c54b2,True,64,7,0,1.0,1.0,0.0,False,False,2.467588424682617,2.464883327484131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
290a914d4ef15443,True,64,10,16,0.9133407202276388,1.0,0.08665927977236121,False,False,2.3654916286468506,1.628635287284851,1.0,1.0,1.0,1.0,0.7920177285463332,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b7c8677392845e18,True,64,10,30,0.8793133274530843,1.0,0.12068667254691567,False,False,2.346705198287964,1.1063765287399292,1.0,1.0,1.0,1.0,0.7103519858874021,1.0,1.0,1.0,1.0,1.0,1.0,1.0
de2379f94fc85652,True,64,21,30,0.8709474044155842,0.9888179028789429,0.11787049846335873,False,False,2.350696325302124,1.403111457824707,1.0,1.0,1.0,1.0,0.6902737705974019,0.973162966909463,1.0,1.0,1.0,1.0,1.0,1.0
5b6e0702773c5bdb,True,64,50,30,0.8757578357593667,0.9796506337405017,0.10389279798113493,False,False,2.3527207374572754,1.648951530456543,1.0,1.0,1.0,1.0,0.7018188058224799,0.951161520977204,1.0,1.0,1.0,1.0,1.0,1.0
2738dcd449ef567f,True,64,21,39,0.8692895460552327,0.9739836090163684,0.1046940629611357,False,False,2.352998733520508,1.942979335784912,1.0,1.0,1.0,1.0,0.6862949105325584,0.937560661639284,1.0,1.0,1.0,1.0,1.0,1.0
96540ed00a785607,True,64,21,34,0.8689137701822117,0.9639571434844972,0.09504337330228552,False,False,2.349856376647949,2.046980142593384,1.0,1.0,1.0,1.0,0.6853930484373082,0.9134971443627932,1.0,1.0,1.0,1.0,1.0,1.0
d060c613969b5092,True,64,17,46,0.8128954869990018,0.9460364961790324,0.13314100918003058,False,False,2.3744657039642334,1.6729625463485718,1.0,1.0,1.0,1.0,0.5509491687976047,0.8704875908296776,1.0,1.0,1.0,1.0,1.0,1.0
5f548f26b9a7572f,True,64,8,0,1.0,1.0,0.0,False,False,2.39479398727417,2.1631999015808105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53928c06f3005536,True,64,50,0,1.0,1.0,0.0,False,False,2.3928472995758057,2.2113330364227295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
98042465f30c589d,True,64,62,0,1.0,1.0,0.0,False,False,2.4019482135772705,2.211879014968872,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
a8d02b285a5451a0,True,64,53,0,1.0,1.0,0.0,False,False,2.4110424518585205,2.288400411605835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
a28aff9148b55b3b,True,64,37,0,1.0,1.0,0.0,False,False,2.4011385440826416,2.253858804702759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b14d21a164615e3e,True,64,62,0,1.0,1.0,0.0,False,False,2.4020192623138428,2.1550233364105225,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1ded576bc1325cae,True,64,0,0,1.0,1.0,0.0,True,False,2.418564796447754,2.418564796447754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ccf5fed938d95a04,True,64,18,0,1.0,1.0,0.0,False,True,2.432805061340332,2.416367769241333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b3de35a12e36586c,True,64,6,0,1.0,1.0,0.0,False,False,2.484147548675537,2.484013319015503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5c34deba76605c7b,True,64,44,0,1.0,1.0,0.0,False,False,2.479642152786255,2.4731380939483643,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
