token,baseline_name,variant_name,baseline_selected_score,baseline_selected_no_at_fault_collisions,baseline_selected_drivable_area_compliance,baseline_selected_ego_progress,baseline_selected_time_to_collision_within_bound,baseline_selected_comfort,baseline_selected_driving_direction_compliance,baseline_oracle_score,baseline_ranking_regret,variant_selected_score,variant_selected_no_at_fault_collisions,variant_selected_drivable_area_compliance,variant_selected_ego_progress,variant_selected_time_to_collision_within_bound,variant_selected_comfort,variant_selected_driving_direction_compliance,variant_oracle_score,variant_ranking_regret,delta_score,delta_selected_no_at_fault_collisions,delta_selected_drivable_area_compliance,delta_selected_ego_progress,delta_selected_time_to_collision_within_bound,delta_selected_comfort,delta_selected_driving_direction_compliance,delta_oracle_score,delta_ranking_regret,delta_ranking_ability
82ee38a271b15bb1,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
ccd1908db4765e03,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
833545ff73da5eb5,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
5c4c3448f7a1517f,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
ff89c9bf77dc58ce,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
d7a0ac2136015985,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
4a919f7ea2f65200,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5833333333333334,0.5833333333333334,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-0.41666666666666663,0.5833333333333334,-0.5833333333333334
c77d96b1b7d65d8a,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
5c46c17f514b5153,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
c9fb5f51480b5ff8,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-0.0
e14d9a1990535a29,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
9b0f5a2f65e45867,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
103c3ee1db23521d,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
66ccc68c8f755683,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
7eab8efaacef55bb,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
932f0bf1d23b5ba7,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-0.0
67abcf0964415891,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5833333333333334,0.5833333333333334,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-0.41666666666666663,0.5833333333333334,-0.5833333333333334
3380ae828ea75d1e,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
116aacf9868e5e4e,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
480f8beca45f53cd,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
87b8587f94c5549a,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
f5af188b17e85ef0,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
6aa2d225dc0d5b6e,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
1d6a5273610a56e6,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
8350f9ff4dcf5e4b,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
38f4eed7d2cb5cc0,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
fba8aa5a1cb8583e,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
a08ed58ddc6d53b3,drivor,geometry_normal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
a99338e1112e5f65,drivor,geometry_normal,0.9974583233617268,1.0,1.0,0.993899976068144,1.0,1.0,1.0,1.0,0.0025416766382733,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.9974583233617268,-1.0,0.0,-0.993899976068144,-1.0,0.0,0.0,0.0,0.9974583233617267,-0.9974583233617267
5016bf8ca2ee554c,drivor,geometry_normal,0.9931514321735232,1.0,1.0,0.9835634372164556,1.0,1.0,1.0,1.0,0.0068485678264768,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.9931514321735232,0.0,-1.0,-0.9835634372164556,0.0,0.0,0.0,0.0,0.9931514321735232,-0.9931514321735232
ac73220f793d522e,drivor,geometry_normal,0.989028247773667,1.0,1.0,0.9736677946568008,1.0,1.0,1.0,1.0,0.0109717522263329,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.989028247773667,-1.0,0.0,-0.9736677946568008,-1.0,0.0,0.0,0.0,0.989028247773667,-0.989028247773667
542304e2baf25357,drivor,geometry_normal,0.988905734815012,1.0,1.0,0.9733737635560286,1.0,1.0,1.0,1.0,0.0110942651849881,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.988905734815012,-1.0,0.0,-0.9733737635560286,-1.0,0.0,0.0,0.0,0.9889057348150119,-0.9889057348150119
c0a14b9e841a5aee,drivor,geometry_normal,0.9871647741385722,1.0,1.0,0.9691954579325732,1.0,1.0,1.0,1.0,0.0128352258614278,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.9871647741385722,0.0,-1.0,-0.9691954579325732,0.0,0.0,0.0,0.0,0.9871647741385722,-0.9871647741385722
11c529f1623b5034,drivor,geometry_normal,0.983174220550566,1.0,1.0,0.959618129321358,1.0,1.0,1.0,1.0,0.016825779449434,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.983174220550566,0.0,-1.0,-0.959618129321358,0.0,0.0,0.0,0.0,0.983174220550566,-0.983174220550566
8ff50d5fa36956fa,drivor,geometry_normal,0.9793965677052882,1.0,1.0,0.9505517624926916,1.0,1.0,1.0,1.0,0.0206034322947118,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.9793965677052882,0.0,-1.0,-0.9505517624926916,0.0,0.0,0.0,0.0,0.9793965677052882,-0.9793965677052882
586c5b66ad8158ee,drivor,geometry_normal,0.9793670479367956,1.0,1.0,0.9504809150483092,1.0,1.0,1.0,1.0,0.0206329520632043,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,-0.9793670479367956,-1.0,0.0,-0.9504809150483092,-1.0,0.0,-0.5,0.0,0.9793670479367957,-0.9793670479367957
31042b6e5c455b82,drivor,geometry_normal,0.9734744100019668,1.0,1.0,0.9363385840047204,1.0,1.0,1.0,1.0,0.0265255899980331,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.9734744100019668,-1.0,0.0,-0.9363385840047204,-1.0,0.0,0.0,0.0,0.9734744100019669,-0.9734744100019669
5022f5d01ba85e74,drivor,geometry_normal,0.973267192159434,1.0,1.0,0.9358412611826415,1.0,1.0,1.0,0.977562319441054,0.0042951272816199,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9870650003878804,0.9870650003878804,-0.973267192159434,-1.0,0.0,-0.9358412611826415,-1.0,0.0,0.0,0.00950268094682638,0.9827698731062605,-0.9827698731062605
1801a3d3fffc57f5,drivor,geometry_normal,0.9713193830930988,1.0,1.0,0.9311665194234372,1.0,1.0,1.0,1.0,0.0286806169069011,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.9713193830930988,0.0,-1.0,-0.9311665194234372,0.0,0.0,0.0,0.0,0.971319383093099,-0.971319383093099
55992af369b95456,drivor,geometry_normal,0.9713085614751444,1.0,1.0,0.9311405475403464,1.0,1.0,1.0,1.0,0.0286914385248556,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.9713085614751444,0.0,-1.0,-0.9311405475403464,0.0,0.0,0.0,0.0,0.9713085614751444,-0.9713085614751444
